TRI Facility Name,TRI Facility ID,Year,ZIP Code,City,County,State,EPA Region,Chemical,DCN,Industry Sector,NAICS Code,Parent Company,Federal Facility Agency Name,Releases (lb),Air Releases (lb),Water Releases (lb),Land Releases (lb),Off-Site Releases (lb),Waste Managed (lb),RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Phenanthrene (85-01-8),1318217234549,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Phenanthrene (85-01-8),1318217234842,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Phenol (108-95-2),1318217059361,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Phenol (108-95-2),1318217060084,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Polycyclic aromatic compounds (N590),1318217059373,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Polycyclic aromatic compounds (N590),1318217060096,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Polycyclic aromatic compounds (N590),1318217068701,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Polycyclic aromatic compounds (N590),1318217234867,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Propylene (Propene) (115-07-1),1318217060108,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,1.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Styrene (100-42-5),1318217060110,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Styrene (100-42-5),1318217068713,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Styrene (100-42-5),1318217234881,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Zinc compounds (N982),1318217059411,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Zinc compounds (N982),1318217060146,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2018,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Zinc compounds (N982),1318217234590,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","1,2,4-Trimethylbenzene (95-63-6)",1319218142634,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","1,3-Butadiene (106-99-0)",1319218142659,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","1,3-Butadiene (106-99-0)",1319218222848,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,8.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","1,3-Butadiene (106-99-0)",1319218223511,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","1,3-Butadiene (106-99-0)",1319218306138,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Anthracene (120-12-7),1319218142584,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Anthracene (120-12-7),1319218142697,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Anthracene (120-12-7),1319218306165,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","Benzo(g,h,i)perylene (191-24-2)",1319218142622,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","Benzo(g,h,i)perylene (191-24-2)",1319218222913,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","Benzo(g,h,i)perylene (191-24-2)",1319218223586,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)","Benzo(g,h,i)perylene (191-24-2)",1319218306189,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Copper (7440-50-8),1319218149615,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,"12,000.00",0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Copper (7440-50-8),1319218149969,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,"19,000.00",0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Cresol (mixed isomers) (1319-77-3),1319218223600,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Cyclohexane (110-82-7),1319218142750,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Ethylbenzene (100-41-4),1319218142762,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Ethylene (74-85-1),1319218222976,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Hydrochloric acid (7647-01-0),1319218223004,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Hydrochloric acid (7647-01-0),1319218306215,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Hydrogen cyanide (74-90-8),1319218149704,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Isoprene (78-79-5),1319218149716,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Lead compounds (N420),1319218223030,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese compounds (N450),1319218142824,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese compounds (N450),1319218223042,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese compounds (N450),1319218223749,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Manganese compounds (N450),1319218306239,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury compounds (N458),1319218142848,324 Petroleum,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury compounds (N458),1319218223067,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury compounds (N458),1319218223752,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Mercury compounds (N458),1319218306241,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,0.00,No RSEI Score
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,90749RCPRD1801E,2019,90745,"CARSON, CA","LOS ANGELES, CA",California,"Region 9 (AZ, CA, HI, NV, AS, MP, GU, TT)",Methanol (67-56-1),1319218223081,4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,       ,0.00,0.00,0.00,0.00,0.00,1.00,No RSEI Score
